instance,seed,1proc_obj,1proc_time_s,2proc_obj,2proc_time_s,4proc_obj,4proc_time_s,8proc_obj,8proc_time_s,16proc_obj,16proc_time_s,24proc_obj,24proc_time_s
mushroom-best,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.5256,1037
mushroom-best,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.6926,1037
mushroom-best,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.5256,1035
neos-1456979,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.2923,796
neos-1456979,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.4712,794
neos-1456979,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.4712,796
neos-1456979,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.4712,795
neos-1456979,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.4712,796
neos-1456979,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.2923,795
neos-1456979,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.2923,794
neos-1456979,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.4712,795
neos-1456979,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.4712,795
neos-1456979,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.4712,796
neos-3024952-loue,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0033,893
neos-3024952-loue,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5690,892
neos-3024952-loue,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2496,893
neos-3024952-loue,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9096,894
neos-3024952-loue,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6001,892
neos-3024952-loue,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8487,893
neos-3024952-loue,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5378,893
neos-3024952-loue,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3534,894
neos-3024952-loue,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5496,894
neos-3024952-loue,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4640,894
neos-4387871-tavua,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.5197,434
neos-4387871-tavua,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.3603,433
neos-4387871-tavua,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.2134,433
neos-4387871-tavua,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.2440,433
neos-4387871-tavua,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.8210,433
neos-4387871-tavua,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.2440,433
neos-4387871-tavua,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.2440,433
neos-4387871-tavua,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.2134,433
neos-4387871-tavua,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.3603,432
neos-4387871-tavua,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.3084,433
neos-4954672-berkel,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.3636,1011
neos-4954672-berkel,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2270,1011
neos-4954672-berkel,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.0595,1010
neos-4954672-berkel,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.0487,1010
neos-4954672-berkel,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1070,1011
neos-4954672-berkel,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.0595,1010
neos-4954672-berkel,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.0487,1012
neos-4954672-berkel,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9000,1010
neos-4954672-berkel,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1371,1011
neos-4954672-berkel,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1361,1012
neos-5093327-huahum,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.0877,796
neos-5093327-huahum,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.0877,796
neos-5093327-huahum,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.0877,796
neos-5093327-huahum,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.0877,796
neos-5093327-huahum,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.0877,796
neos-5093327-huahum,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.0877,796
neos-5093327-huahum,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.0877,796
neos-5093327-huahum,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.0877,796
neos-5093327-huahum,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.0877,795
neos-5093327-huahum,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.0877,796
rococoB10-011000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.8306,729
rococoB10-011000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.8417,729
rococoB10-011000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5452,729
rococoB10-011000,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.8417,729
rococoB10-011000,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.0954,728
rococoB10-011000,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5452,730
rococoB10-011000,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.8417,729
rococoB10-011000,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5452,729
rococoB10-011000,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.8417,729
rococoB10-011000,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.5185,728
sorrell3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.0024,863
sorrell3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.0024,865
sorrell3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.0024,865
sorrell3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.0024,865
sorrell3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.0024,863
sorrell3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.0024,863
sorrell3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.0024,865
sorrell3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.0024,865
sorrell3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.0024,865
sorrell3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.0024,865
supportcase26,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.6510,822
supportcase26,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2881,823
supportcase26,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5747,823
supportcase26,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3619,823
supportcase26,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5695,822
supportcase26,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.0163,823
supportcase26,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9296,822
supportcase26,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.8927,822
supportcase26,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.0000,545
supportcase26,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.0640,822
supportcase40,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8448,865
supportcase40,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5529,867
supportcase40,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3243,867
supportcase40,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3243,867
supportcase40,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8448,865
supportcase40,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7244,865
supportcase40,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3243,867
supportcase40,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5448,867
supportcase40,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5529,866
supportcase40,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3243,867
supportcase6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1676,352
supportcase6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1676,352
supportcase6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1676,352
supportcase6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1676,352
supportcase6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1676,351
supportcase6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1676,353
supportcase6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1676,352
supportcase6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1676,352
supportcase6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1676,352
supportcase6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1676,352
var-smallemery-m6j6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9866,886
var-smallemery-m6j6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0503,885
var-smallemery-m6j6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0488,885
var-smallemery-m6j6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0488,885
var-smallemery-m6j6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5642,886
var-smallemery-m6j6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0488,887
var-smallemery-m6j6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0488,886
var-smallemery-m6j6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0488,885
var-smallemery-m6j6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1377,887
var-smallemery-m6j6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0610,886
